Date,Environment,Frequency(MHz),Cell ID,Group ID,Sector ID,Frequency Error(Hz),RSRP(dBm),Ch Power(dBm),OBW(Hz)
2/09/1965 9:41 น.,281.1842.1.csv,1842.5,153,51,0,6027.472168,-95,-79,5973602
2/09/1965 9:41 น.,281.2120.1.csv,2120,197,65,2,6968.269531,-92,-76,6222047
2/09/1965 9:42 น.,281.2135.1.csv,2135,164,54,2,7186.208984,-89,-65,6180358
2/09/1965 9:43 น.,281.2145.1.csv,2145,254,84,2,6809.674316,-89,-72,6176221
2/09/1965 9:44 น.,281.2165.1.csv,2165,254,84,2,7109.268555,-94,-77,6184485
2/09/1965 9:38 น.,281.773.1.csv,773,97,32,1,171.679306,-95,-70,6233832
2/09/1965 9:39 น.,281.945.1.csv,945,254,84,2,646.8972168,-80,-67,6219772
2/09/1965 9:40 น.,281.955.1.csv,955,156,52,0,4988.907227,-81,-63,6190606
2/09/1965 9:32 น.,282.1812.1.csv,1812.5,164,54,2,5911.037598,-91,-70,6177781
2/09/1965 9:33 น.,282.1830.1.csv,1830,254,84,2,5535.727539,-91,-73,6116925
2/09/1965 9:34 น.,282.2120.1.csv,2120,197,65,2,6414.901855,-95,-76,6168186
2/09/1965 9:34 น.,282.2135.1.csv,2135,164,54,2,6341.915039,-98,-81,6202862
2/09/1965 9:37 น.,282.2165.1.csv,2165,254,84,2,6149.876953,-103,-81,6160201
2/09/1965 9:30 น.,282.773.1.csv,773,42,14,0,1973.872681,-93,-73,6206007
2/09/1965 9:32 น.,282.945.1.csv,945,254,84,2,2938.641357,-100,-85,6161569
2/09/1965 9:32 น.,282.955.1.csv,955,156,52,0,2799.22168,-86,-67,6197175
2/09/1965 9:24 น.,283.1812.1.csv,1812.5,249,83,0,6314.328613,-93,-70,6218646
2/09/1965 9:25 น.,283.1830.1.csv,1830,254,84,2,4780.223633,-89,-74,6206061
2/09/1965 9:26 น.,283.2120.1.csv,2120,247,82,1,6190.336914,-94,-75,6166623
2/09/1965 9:26 น.,283.2135.1.csv,2135,164,54,2,5836.990234,-89,-72,6137191
2/09/1965 9:28 น.,283.2165.1.csv,2165,254,84,2,6809.056641,-99,-80,6173949
2/09/1965 9:22 น.,283.773.1.csv,773,74,24,2,2465.948242,-84,-59,6180286
2/09/1965 9:23 น.,283.945.1.csv,945,156,52,0,1792.722778,-83,-66,6239122
2/09/1965 9:23 น.,283.955.1.csv,955,442,147,1,4424.774414,-89,-73,6211177
2/09/1965 9:14 น.,284.1812.1.csv,1812.5,249,83,0,5421.751953,-92,-69,6110929
2/09/1965 9:18 น.,284.1830.1.csv,1830,254,84,2,5144.021973,-97,-79,6184717
2/09/1965 9:19 น.,284.2120.1.csv,2120,247,82,1,6241.223145,-82,-68,6184506
2/09/1965 9:20 น.,284.2135.1.csv,2135,249,83,0,6563.581055,-94,-77,6198834
2/09/1965 9:20 น.,284.2145.1.csv,2145,252,84,0,6930.391113,-100,-77,6194888
2/09/1965 9:21 น.,284.2165.1.csv,2165,254,84,2,6322.017578,-97,-77,6174855
2/09/1965 9:10 น.,284.773.1.csv,773,42,14,0,2190.9021,-88,-72,6188272
2/09/1965 9:14 น.,284.955.1.csv,955,442,147,1,2753.922852,-79,-62,6143499
2/09/1965 9:03 น.,285.1812.1.csv,1812.5,249,83,0,5087.84668,-89,-64,6169073
2/09/1965 9:03 น.,285.1830.1.csv,1830,254,84,2,6468.700195,-97,-79,6192076
2/09/1965 9:05 น.,285.2120.1.csv,2120,247,82,1,5618.570313,-83,-70,6098345
2/09/1965 9:05 น.,285.2135.1.csv,2135,249,83,0,5173.773438,-93,-76,6188534
2/09/1965 9:06 น.,285.2145.1.csv,2145,252,84,0,5605.476563,-91,-67,6174915
2/09/1965 9:06 น.,285.2165.1.csv,2165,252,84,0,5692.210449,-101,-83,6198874
2/09/1965 9:01 น.,285.773.1.csv,773,42,14,0,2158.621582,-97,-77,6167462
2/09/1965 9:02 น.,285.945.1.csv,945,252,84,0,1344.545776,-75,-61,6151110
2/09/1965 9:02 น.,285.955.1.csv,955,442,147,1,-2670.581055,-83,-66,6200529
2/09/1965 8:54 น.,286.1812.1.csv,1812.5,249,83,0,4489.347168,-84,-67,6183927
2/09/1965 8:57 น.,286.1830.1.csv,1830,252,84,0,3894.64209,-93,-74,6208850
2/09/1965 8:58 น.,286.1842.1.csv,1842.5,153,51,0,4002.246338,-100,-79,6057551
2/09/1965 8:58 น.,286.2120.1.csv,2120,247,82,1,5237.939453,-68,-52,6183064
2/09/1965 8:59 น.,286.2135.1.csv,2135,249,83,0,5158.527344,-78,-62,6193950
2/09/1965 8:59 น.,286.2145.1.csv,2145,252,84,0,5371.396484,-85,-61,6086639
2/09/1965 9:00 น.,286.2165.1.csv,2165,252,84,0,5323.695313,-89,-73,6183688
2/09/1965 8:53 น.,286.773.1.csv,773,74,24,2,1316.656738,-91,-68,6197140
2/09/1965 8:53 น.,286.945.1.csv,945,252,84,0,5341.004883,-74,-63,6221017
2/09/1965 8:54 น.,286.955.1.csv,955,442,147,1,3326.732178,-77,-59,6204618
2/09/1965 11:22 น.,291.1812.1.csv,1812.5,249,83,0,6184.34082,-79,-58,6164671
2/09/1965 11:24 น.,291.2120.1.csv,2120,247,82,1,6463.069336,-67,-53,6214751
2/09/1965 11:24 น.,291.2135.1.csv,2135,249,83,0,7475.650879,-78,-52,6201113
2/09/1965 11:25 น.,291.2145.1.csv,2145,253,84,1,6959.29248,-82,-67,6193790
2/09/1965 11:25 น.,291.2165.1.csv,2165,252,84,0,6155.839844,-92,-73,6174253
2/09/1965 11:20 น.,291.773.1.csv,773,42,14,0,2629.382324,-88,-58,5902557
2/09/1965 11:21 น.,291.945.1.csv,945,253,84,1,2389.398926,-71,-43,6192055
2/09/1965 11:21 น.,291.955.1.csv,955,442,147,1,4506.737305,-76,-54,6158522
2/09/1965 11:15 น.,292.1812.1.csv,1812.5,249,83,0,6206.457031,-82,-73,6199565
2/09/1965 11:17 น.,292.2120.1.csv,2120,247,82,1,7142.703613,-75,-50,6222605
2/09/1965 11:18 น.,292.2145.1.csv,2145,252,84,0,6872.603027,-78,-62,6181109
2/09/1965 11:19 น.,292.2165.1.csv,2165,253,84,1,7357.982422,-73,-54,6184703
2/09/1965 11:13 น.,292.773.1.csv,773,42,14,0,2884.504639,-81,-59,6177977
2/09/1965 11:13 น.,292.945.1.csv,945,253,84,1,963.5075684,-64,-51,6186122
2/09/1965 10:43 น.,293.1812.1.csv,1812.5,162,54,0,5531.158203,-86,-70,6175582
2/09/1965 10:44 น.,293.1830.1.csv,1830,253,84,1,5864.291992,-78,-56,6226865
2/09/1965 10:45 น.,293.2120.1.csv,2120,247,82,1,7164.97168,-69,-56,6207089
2/09/1965 10:46 น.,293.2135.1.csv,2135,162,54,0,6528.728027,-78,-60,6203921
2/09/1965 10:47 น.,293.2145.1.csv,2145,253,84,1,6503.821289,-83,-67,6195340
2/09/1965 10:47 น.,293.2165.1.csv,2165,253,84,1,7086.457031,-79,-56,6208953
2/09/1965 10:41 น.,293.773.1.csv,773,42,14,0,2066.660889,-80,-61,6215762
2/09/1965 10:42 น.,293.945.1.csv,945,253,84,1,479.6534119,-80,-60,6193852
2/09/1965 10:42 น.,293.955.1.csv,955,156,52,0,2320.69458,-73,-60,6191187
2/09/1965 10:49 น.,294.1812.1.csv,1812.5,162,54,0,6258.038086,-84,-65,6166808
2/09/1965 10:50 น.,294.1830.1.csv,1830,253,84,1,5991.507813,-78,-58,6214803
2/09/1965 10:51 น.,294.1842.1.csv,1842.5,153,51,0,7185.961914,-89,-74,5596325
2/09/1965 10:52 น.,294.2120.1.csv,2120,197,65,2,7051.841797,-81,-61,6197857
2/09/1965 10:52 น.,294.2135.1.csv,2135,162,54,0,6802.171875,-85,-66,6002537
2/09/1965 10:53 น.,294.2145.1.csv,2145,399,133,0,7224.59082,-89,-57,6171850
2/09/1965 10:53 น.,294.2165.1.csv,2165,253,84,1,7563.511719,-82,-57,6188423
2/09/1965 10:48 น.,294.773.1.csv,773,97,32,1,2359.573975,-91,-69,6218417
2/09/1965 10:48 น.,294.945.1.csv,945,253,84,1,1375.082275,-77,-61,6200194
2/09/1965 10:49 น.,294.955.1.csv,955,156,52,0,1712.634521,-78,-59,6217007
2/09/1965 10:56 น.,295.1812.1.csv,1812.5,162,54,0,6224.159668,-88,-65,6135683
2/09/1965 10:57 น.,295.1842.1.csv,1842.5,153,51,0,6183.003906,-91,-73,5041302
2/09/1965 10:58 น.,295.2120.1.csv,2120,197,65,2,5775.056152,-80,-65,6191847
2/09/1965 10:59 น.,295.2135.1.csv,2135,162,54,0,7503.834473,-75,-53,6128409
2/09/1965 11:00 น.,295.2165.1.csv,2165,399,133,0,7309.018066,-95,-71,6202808
2/09/1965 10:55 น.,295.773.1.csv,773,97,32,1,2683.506104,-87,-60,6196726
2/09/1965 10:56 น.,295.955.1.csv,955,156,52,0,4054.212891,-81,-58,6196311
2/09/1965 11:03 น.,296.1812.1.csv,1812.5,164,54,2,6357.66748,-88,-67,6197553
2/09/1965 11:06 น.,296.1842.1.csv,1842.5,153,51,0,6295.965332,-93,-76,5743126
2/09/1965 11:07 น.,296.2120.1.csv,2120,197,65,2,6399.426758,-79,-59,6180866
2/09/1965 11:08 น.,296.2135.1.csv,2135,164,54,2,7468.609863,-81,-64,6165127
2/09/1965 11:09 น.,296.2165.1.csv,2165,254,84,2,7189.308105,-97,-77,6170083
2/09/1965 11:01 น.,296.773.1.csv,773,42,14,0,2520.486816,-74,-47,6199649
2/09/1965 11:02 น.,296.945.1.csv,945,254,84,2,3958.549561,-72,-55,6046179
2/09/1965 11:02 น.,296.955.1.csv,955,156,52,0,2986.643555,-90,-68,6182956
2/09/1965 13:31 น.,328.1812.1.csv,1812.5,250,83,1,6095.459473,-93,-79,6191246
2/09/1965 13:34 น.,328.2120.1.csv,2120,244,81,1,7142.496582,-71,-56,6218561
2/09/1965 13:34 น.,328.2135.1.csv,2135,250,83,1,5473.980957,-69,-66,6187903
2/09/1965 13:34 น.,328.2145.1.csv,2145,250,83,1,5473.980957,-69,-66,6187903
2/09/1965 13:36 น.,328.2165.1.csv,2165,252,84,0,6735.486816,-96,-69,6106307
2/09/1965 13:29 น.,328.773.1.csv,773,188,62,2,1932.543213,-96,-70,6163004
2/09/1965 13:30 น.,328.945.1.csv,945,252,84,0,717.0827026,-85,-72,6158518
2/09/1965 13:30 น.,328.955.1.csv,955,363,121,0,-2393.283691,-88,-72,6232285
2/09/1965 13:39 น.,359.1812.1.csv,1812.5,250,83,1,5857.775879,-89,-68,6125013
2/09/1965 13:40 น.,359.1830.1.csv,1830,252,84,0,5805.584473,-89,-68,6190362
2/09/1965 13:41 น.,359.2120.1.csv,2120,244,81,1,7151.585938,-77,-56,6202228
2/09/1965 13:42 น.,359.2135.1.csv,2135,250,83,1,7265.98584,-79,-70,6199648
2/09/1965 13:43 น.,359.2145.1.csv,2145,252,84,0,6273.359863,-85,-66,6200115
2/09/1965 13:43 น.,359.2165.1.csv,2165,253,84,1,7645.003906,-93,-76,6197633
2/09/1965 13:37 น.,359.773.1.csv,773,42,14,0,2625.075195,-100,-78,6210756
2/09/1965 13:38 น.,359.945.1.csv,945,253,84,1,1549.575195,-85,-62,6170966
2/09/1965 13:39 น.,359.955.1.csv,955,363,121,0,3377.25415,-81,-58,6195358
2/09/1965 13:47 น.,360.1812.1.csv,1812.5,250,83,1,5735.545898,-90,-79,6185529
2/09/1965 13:48 น.,360.1830.1.csv,1830,252,84,0,6288.576172,-85,-60,6114598
2/09/1965 13:48 น.,360.2120.1.csv,2120,244,81,1,7412.351074,-82,-66,6185818
2/09/1965 13:49 น.,360.2135.1.csv,2135,250,83,1,5484.819336,-92,-80,6227545
2/09/1965 13:50 น.,360.2145.1.csv,2145,252,84,0,7435.990723,-90,-65,6050563
2/09/1965 13:51 น.,360.2165.1.csv,2165,253,84,1,7252.784668,-93,-67,5938695
2/09/1965 13:45 น.,360.773.1.csv,773,74,24,2,2180,-103,-75,6199551
2/09/1965 13:46 น.,360.945.1.csv,945,252,84,0,1839.605347,-85,-62,6194414
2/09/1965 13:47 น.,360.955.1.csv,955,363,121,0,2530.208984,-85,-63,5952213
2/09/1965 13:54 น.,361.1812.1.csv,1812.5,250,83,1,5622.424805,-88,-66,6129980
2/09/1965 13:54 น.,361.1830.1.csv,1830,252,84,0,6533.833008,-88,-70,6204623
2/09/1965 13:55 น.,361.2120.1.csv,2120,244,81,1,7497.34668,-76,-61,6187560
2/09/1965 13:56 น.,361.2135.1.csv,2135,250,83,1,7427.729492,-91,-73,6169965
2/09/1965 13:56 น.,361.2145.1.csv,2145,252,84,0,6948.96875,-86,-68,6189243
2/09/1965 13:57 น.,361.2165.1.csv,2165,252,84,0,7188.11084,-92,-67,5918554
2/09/1965 13:52 น.,361.773.1.csv,773,42,14,0,2664.063232,-101,-77,6171748
2/09/1965 13:52 น.,361.945.1.csv,945,252,84,0,3411.82251,-84,-59,6162296
2/09/1965 13:53 น.,361.955.1.csv,955,363,121,0,3599.265381,-81,-79,6167930
2/09/1965 14:01 น.,362.1812.1.csv,1812.5,250,83,1,6617.478516,-93,-71,6210770
2/09/1965 14:01 น.,362.1830.1.csv,1830,252,84,0,6653.804688,-86,-63,6191203
2/09/1965 14:02 น.,362.2120.1.csv,2120,119,39,2,6962.176758,-76,-72,6190082
2/09/1965 14:04 น.,362.2145.1.csv,2145,252,84,0,7228.837402,-91,-68,6058930
2/09/1965 14:04 น.,362.2165.1.csv,2165,252,84,0,7135.491699,-92,-81,6199021
2/09/1965 13:58 น.,362.773.1.csv,773,42,14,0,2466.114258,-99,-64,6186667
2/09/1965 13:58 น.,362.945.1.csv,945,252,84,0,1549.895874,-80,-59,6175664
2/09/1965 14:00 น.,362.955.1.csv,955,363,121,0,3319.756836,-85,-76,6198428
2/09/1965 14:11 น.,363.1812.1.csv,1812.5,177,59,0,5084.036133,-93,-68,6160706
2/09/1965 14:13 น.,363.1830.1.csv,1830,252,84,0,6309.637207,-88,-72,6198346
2/09/1965 14:13 น.,363.2120.1.csv,2120,244,81,1,7390.553223,-90,-70,6207014
2/09/1965 14:14 น.,363.2145.1.csv,2145,252,84,0,7540.731445,-91,-76,6183553
2/09/1965 14:15 น.,363.2165.1.csv,2165,252,84,0,7451.248047,-94,-74,6192970
2/09/1965 14:06 น.,363.773.1.csv,773,350,116,2,2974.237061,-102,-65,6190842
2/09/1965 14:07 น.,363.945.1.csv,945,252,84,0,1114.658813,-84,-73,6203323
2/09/1965 14:19 น.,364.1812.1.csv,1812.5,250,83,1,5556.595703,-89,-70,6218942
2/09/1965 14:19 น.,364.1830.1.csv,1830,252,84,0,6369.33252,-86,-61,6139431
2/09/1965 14:20 น.,364.2120.1.csv,2120,245,81,2,7316.544922,-85,-73,6120288
2/09/1965 14:22 น.,364.2145.1.csv,2145,252,84,0,7309.303223,-94,-77,6201614
2/09/1965 14:23 น.,364.2165.1.csv,2165,252,84,0,7069.714844,-98,-75,6198110
2/09/1965 14:16 น.,364.773.1.csv,773,97,32,1,2534.10791,-102,-66,6110555
2/09/1965 14:16 น.,364.945.1.csv,945,252,84,0,1448.338501,-84,-70,6179782
2/09/1965 14:18 น.,364.955.1.csv,955,363,121,0,1905.027588,-84,-71,6152330
2/09/1965 14:27 น.,365.1812.1.csv,1812.5,250,83,1,4765.718262,-88,-65,6202546
2/09/1965 14:28 น.,365.1830.1.csv,1830,252,84,0,6358.439453,-81,-63,6174901
2/09/1965 14:30 น.,365.2120.1.csv,2120,119,39,2,7233.807129,-76,-71,6138829
2/09/1965 14:31 น.,365.2145.1.csv,2145,252,84,0,6888.712891,-92,-79,6216956
2/09/1965 14:31 น.,365.2165.1.csv,2165,252,84,0,7255.021484,-97,-74,6204705
2/09/1965 14:24 น.,365.773.1.csv,773,74,24,2,2657.088867,-100,-60,6232062
2/09/1965 14:25 น.,365.945.1.csv,945,252,84,0,1475.625977,-83,-76,6175261
2/09/1965 14:34 น.,366.1812.1.csv,1812.5,250,83,1,4754.821777,-87,-65,6193984
2/09/1965 14:35 น.,366.2120.1.csv,2120,119,39,2,6367.529785,-81,-71,6166695
2/09/1965 14:36 น.,366.2145.1.csv,2145,252,84,0,7027.803711,-91,-72,6023837
2/09/1965 14:37 น.,366.2165.1.csv,2165,252,84,0,6879.108398,-91,-74,6157852
2/09/1965 14:32 น.,366.773.1.csv,773,42,14,0,2724.242432,-98,-63,6195441
2/09/1965 14:32 น.,366.945.1.csv,945,252,84,0,1427.57666,-82,-73,6170729
2/09/1965 14:33 น.,366.955.1.csv,955,363,121,0,2699.644775,-87,-70,6204823
2/09/1965 14:40 น.,407.1812.1.csv,1812.5,132,44,0,6315.375977,-80,-54,6226408
2/09/1965 14:41 น.,407.1830.1.csv,1830,252,84,0,6088.621094,-79,-67,6182719
2/09/1965 14:42 น.,407.2120.1.csv,2120,119,39,2,6503.870605,-83,-60,6178344
2/09/1965 14:43 น.,407.2145.1.csv,2145,252,84,0,6925.587402,-93,-66,6208709
2/09/1965 14:43 น.,407.2165.1.csv,2165,252,84,0,7265.910156,-93,-70,6177778
2/09/1965 14:39 น.,407.773.1.csv,773,74,24,2,2180.592041,-99,-64,6116118
2/09/1965 14:39 น.,407.945.1.csv,945,252,84,0,1965.256958,-81,-75,6207180
2/09/1965 14:47 น.,408.1812.1.csv,1812.5,127,42,1,2674.778809,-89,-67,6170492
2/09/1965 14:47 น.,408.1830.1.csv,1830,252,84,0,6507.40332,-85,-63,6194967
2/09/1965 14:48 น.,408.2120.1.csv,2120,120,40,0,6598.32373,-81,-71,6202603
2/09/1965 14:49 น.,408.2145.1.csv,2145,252,84,0,6702.687988,-94,-58,6156383
2/09/1965 14:50 น.,408.2165.1.csv,2165,252,84,0,7041.271973,-85,-71,6125926
2/09/1965 14:45 น.,408.773.1.csv,773,74,24,2,2447.410889,-95,-62,6224883
2/09/1965 14:46 น.,408.945.1.csv,945,252,84,0,1164.222412,-83,-61,6201207
2/09/1965 10:20 น.,865.1812.1.csv,1812.5,162,54,0,6577.087891,-84,-83,6197464
2/09/1965 10:21 น.,865.2120.1.csv,2120,247,82,1,7164.551758,-86,-67,6208656
2/09/1965 10:21 น.,865.2135.1.csv,2135,164,54,2,7278.928711,-83,-61,6170875
2/09/1965 10:18 น.,865.773.1.csv,773,188,62,2,2815.0354,-96,-74,6189811
2/09/1965 10:19 น.,865.955.1.csv,955,156,52,0,3821.910156,-84,-67,6227518
2/09/1965 10:28 น.,866.1812.1.csv,1812.5,164,54,2,6655.27832,-96,-78,6163102
2/09/1965 10:29 น.,866.2120.1.csv,2120,247,82,1,5822.378418,-84,-69,6189201
2/09/1965 10:30 น.,866.2135.1.csv,2135,164,54,2,6801.93457,-91,-75,6183238
2/09/1965 10:26 น.,866.773.1.csv,773,42,14,0,2860.674072,-101,-80,5977124
2/09/1965 10:27 น.,866.955.1.csv,945,156,52,0,5119.533203,-94,-72,6193303
2/09/1965 10:35 น.,867.1812.1.csv,1812.5,164,54,2,5736.398926,-87,-72,6177482
2/09/1965 10:37 น.,867.2120.1.csv,2120,247,82,1,4026.937988,-90,-76,6180315
2/09/1965 10:37 น.,867.2135.1.csv,2135,164,54,2,6657.58252,-87,-72,6186375
2/09/1965 10:39 น.,867.2165.1.csv,2165,254,84,2,5964.636719,-99,-78,6186062
2/09/1965 10:33 น.,867.773.1.csv,773,188,62,2,1595.712402,-100,-77,6217345
2/09/1965 10:34 น.,867.945.1.csv,945,254,84,2,2729.816162,-91,-75,6176940
2/09/1965 10:34 น.,867.955.1.csv,955,156,52,0,6216.604004,-86,-67,6177811
3/10/1965 12:03 น.,340.1812.1.csv,1812.5,118,39,1,7354.979492,-72,-56,6214270
3/10/1965 12:02 น.,340.773.1.csv,773,42,14,0,3185.561768,-82,-58,6216918
3/10/1965 12:03 น.,340.955.1.csv,955,67,22,1,6196.819336,-59,-44,6219502
3/10/1965 12:10 น.,341.1812.1.csv,1812.5,164,54,2,7285.623535,-85,-64,6198960
3/10/1965 12:08 น.,341.773.1.csv,773,188,62,2,3184.025635,-81,-58,6108653
3/10/1965 12:08 น.,341.955.1.csv,955,67,22,1,4451.325195,-60,-37,6059958
3/10/1965 12:15 น.,342.773.1.csv,773,188,62,2,3234.628418,-83,-62,6136988
3/10/1965 12:16 น.,342.955.1.csv,955,67,22,1,5504.35498,-66,-39,6198480
3/10/1965 12:20 น.,343.773.1.csv,773,42,14,0,3421.758789,-82,-62,6167027
3/10/1965 12:21 น.,343.945.1.csv,945,254,84,2,3331.793945,-85,-66,6137313
3/10/1965 12:21 น.,343.955.1.csv,955,67,22,1,4744.926758,-73,-58,6175382
3/10/1965 11:57 น.,344.1812.1.csv,1812.5,164,54,2,6909.091309,-84,-67,6200279
3/10/1965 11:56 น.,344.773.1.csv,773,188,62,2,3102.197266,-76,-58,6210449
3/10/1965 11:56 น.,344.945.1.csv,945,254,84,2,2821.718506,-72,-52,6212252
3/10/1965 11:56 น.,344.955.1.csv,955,67,22,1,4339.640137,-63,-47,6194282
3/10/1965 11:52 น.,345.1812.1.csv,945,164,54,2,7233.020508,-82,-62,6175228
3/10/1965 11:50 น.,345.773.1.csv,773,42,14,0,3262.583008,-89,-63,6162612
3/10/1965 11:50 น.,345.945.1.csv,945,254,84,2,3119.37793,-71,-46,6220224
3/10/1965 11:42 น.,346.1812.1.csv,1812.5,118,39,1,6402.90625,-79,-61,6143126
3/10/1965 11:43 น.,346.1830.1.csv,1830,254,84,2,6316.79541,-83,-68,6147125
3/10/1965 11:43 น.,346.1842.1.csv,1842.5,153,51,0,6296.29248,-93,-75,6062263
3/10/1965 11:44 น.,346.2120.1.csv,2120,197,65,2,6803.783691,-86,-69,6191803
3/10/1965 11:46 น.,346.2135.1.csv,2135,164,54,2,7470.825684,-84,-65,6174823
3/10/1965 11:39 น.,346.773.1.csv,773,42,14,0,2413.669189,-78,-60,6206669
3/10/1965 11:40 น.,346.945.1.csv,945,254,84,2,3133.248779,-66,-53,6177701
3/10/1965 11:41 น.,346.955.1.csv,955,156,52,0,3807.117188,-62,-46,6185982
3/10/1965 13:09 น.,347.773.1.csv,773,42,14,0,3089.56665,-80,-63,6177773
3/10/1965 13:09 น.,347.955.1.csv,955,67,22,1,2304.074463,-70,-52,6188580
3/10/1965 13:06 น.,348.1812.1.csv,1812.5,118,39,1,7457.534668,-77,-60,6196624
3/10/1965 13:03 น.,348.773.1.csv,773,42,14,0,2806.493896,-83,-56,6076766
3/10/1965 13:05 น.,348.955.1.csv,955,67,22,1,3977.05957,-64,-46,6216235
3/10/1965 12:25 น.,350.773.1.csv,773,188,62,2,3422.795166,-84,-54,5820793
3/10/1965 12:25 น.,350.945.1.csv,945,254,84,2,4459.265625,-75,-62,6173406
3/10/1965 12:26 น.,350.955.1.csv,955,67,22,1,6358.157715,-72,-57,6215922
3/10/1965 12:33 น.,352.1812.1.csv,1812.5,118,39,1,6670.168945,-91,-78,6211891
3/10/1965 12:30 น.,352.773.1.csv,773,188,62,2,3508.369385,-100,-73,6079354
3/10/1965 12:32 น.,352.955.1.csv,955,67,22,1,-868.9233398,-79,-70,6214945
3/10/1965 12:59 น.,353.1812.1.csv,1812.5,118,39,1,7372.880371,-85,-66,6208923
3/10/1965 12:57 น.,353.773.1.csv,773,188,62,2,3249.64209,-89,-67,6165197
3/10/1965 12:59 น.,353.955.1.csv,955,67,22,1,4224.812988,-69,-40,6216851
3/10/1965 12:39 น.,355.1812.1.csv,1812.5,164,54,2,7609.460938,-83,-69,6192529
3/10/1965 12:37 น.,355.773.1.csv,773,202,67,1,3997.832764,-92,-68,6167055
3/10/1965 12:38 น.,355.945.1.csv,945,254,84,2,3690.42334,-78,-60,6215144
3/10/1965 12:46 น.,356.1812.1.csv,1812.5,118,39,1,7177.831055,-93,-76,6183161
3/10/1965 12:45 น.,356.773.1.csv,773,188,62,2,3186.261719,-87,-63,6213582
3/10/1965 12:46 น.,356.955.1.csv,955,67,22,1,4916.631836,-80,-61,6155149
30/08/2565 17:36 น.,287.1812.1.csv,1812.5,249,83,0,5087.660645,-80,-51,5825405
30/08/2565 17:38 น.,287.1830.1.csv,1830,252,84,0,4386.78125,-92,-78,6171815
30/08/2565 17:38 น.,287.1842.1.csv,1842.5,153,51,0,4718.68457,-95,-75,5953458
30/08/2565 17:39 น.,287.2120.1.csv,2120,242,80,2,5730.335938,-69,-49,6204678
30/08/2565 17:39 น.,287.2135.1.csv,2135,249,83,0,6300.581055,-72,-57,6189671
30/08/2565 17:41 น.,287.2165.1.csv,2165,252,84,0,6632.48584,-99,-72,6035463
30/08/2565 17:35 น.,287.773.1.csv,773,97,32,1,2497.661377,-106,-79,6156846
30/08/2565 17:36 น.,287.955.1.csv,955,442,147,1,2215.902344,-64,-40,6013527
30/08/2565 17:44 น.,288.1812.1.csv,1812.5,249,83,0,5053.79834,-76,-57,6219707
30/08/2565 17:46 น.,288.1842.1.csv,1842.5,153,51,0,4164.614258,-92,-71,4838164
30/08/2565 17:47 น.,288.2120.1.csv,2120,247,82,1,5819.855957,-66,-52,6178458
30/08/2565 17:48 น.,288.2135.1.csv,2135,249,83,0,5723.103027,-69,-56,6191689
30/08/2565 17:49 น.,288.2165.1.csv,2165,253,84,1,6195.189453,-96,-77,6160961
30/08/2565 17:42 น.,288.773.1.csv,773,42,14,0,1770.152222,-92,-73,6145207
30/08/2565 17:43 น.,288.955.1.csv,955,442,147,1,2724.839355,-73,-50,6198426
30/08/2565 17:53 น.,289.1812.1.csv,1812.5,162,54,0,5357.970215,-76,-56,6190232
30/08/2565 17:55 น.,289.1830.1.csv,1830,253,84,1,5070.827637,-82,-61,6170759
30/08/2565 17:56 น.,289.1842.1.csv,1842.5,153,51,0,5106.659668,-91,-69,4507418
30/08/2565 17:56 น.,289.2120.1.csv,2120,243,81,0,3578.714111,-71,-52,6219623
30/08/2565 17:57 น.,289.2135.1.csv,2135,162,54,0,5234.232422,-75,-57,6217085
30/08/2565 17:58 น.,289.2165.1.csv,2165,252,84,0,5879.835938,-88,-61,6207216
30/08/2565 17:51 น.,289.773.1.csv,773,188,62,2,2211.865479,-89,-60,6143679
30/08/2565 17:51 น.,289.955.1.csv,955,442,147,1,3345.211426,-71,-51,6147215
30/08/2565 18:00 น.,308.1812.1.csv,1812.5,249,83,0,4805.783691,-68,-50,6173687
30/08/2565 18:04 น.,308.2120.1.csv,2120,243,81,0,5796.666016,-72,-44,6155820
30/08/2565 18:06 น.,308.2135.1.csv,2135,249,83,0,5879.393555,-69,-56,6093603
30/08/2565 18:07 น.,308.2165.1.csv,2165,253,84,1,5957.516602,-92,-69,6195656
30/08/2565 17:59 น.,308.773.1.csv,773,42,14,0,2588.76123,-90,-71,6174108
30/08/2565 18:00 น.,308.955.1.csv,955,442,147,1,3481.250977,-58,-39,6173843
30/08/2565 18:10 น.,309.1812.1.csv,1812.5,249,83,0,4956.419434,-64,-33,6200199
30/08/2565 18:12 น.,309.2120.1.csv,2120,243,81,0,5431.912598,-51,-36,6205773
30/08/2565 18:13 น.,309.2135.1.csv,2135,249,83,0,5804.380371,-59,-46,6176786
30/08/2565 18:14 น.,309.2165.1.csv,2165,252,84,0,5544.712891,-81,-59,6141798
30/08/2565 18:08 น.,309.773.1.csv,773,42,14,0,2370.806885,-95,-66,6213856
30/08/2565 18:09 น.,309.955.1.csv,955,442,147,1,2493.87793,-52,-40,6196897
30/08/2565 18:18 น.,310.1812.1.csv,1812.5,249,83,0,5086.999512,-59,-40,6210028
30/08/2565 18:20 น.,310.2120.1.csv,2120,243,81,0,5489.816406,-64,-40,6156876
30/08/2565 18:21 น.,310.2135.1.csv,2135,249,83,0,5796.292969,-64,-46,6210381
